"DateTime","X","Y","Z"
"2022-12-07T13:31:49.630308Z","-1.128","0.79905003","9.666"
"2022-12-07T13:31:49.630505Z","-1.1010001","0.73695004","9.811951"
"2022-12-07T13:31:49.630580Z","-1.1539501","0.79695004","9.850051"
"2022-12-07T13:31:49.631119Z","-1.149","0.92595005","9.702001"
"2022-12-07T13:31:49.709307Z","-1.149","0.86895007","9.69705"
"2022-12-07T13:31:49.709357Z","-1.18005","0.85005003","9.927"
"2022-12-07T13:31:49.709696Z","-1.12995","0.82605004","9.70905"
"2022-12-07T13:31:49.709550Z","-1.14405","0.84495","9.798"
"2022-12-07T13:31:49.788558Z","-1.1010001","0.86205006","9.73305"
"2022-12-07T13:31:49.788821Z","-1.1899501","0.94305","9.799951"
"2022-12-07T13:31:49.788822Z","-1.1370001","0.79905003","9.670951"
"2022-12-07T13:31:49.788601Z","-1.149","0.85005003","9.807"
"2022-12-07T13:31:49.868531Z","-1.06305","0.83100003","9.63195"
"2022-12-07T13:31:49.868758Z","-1.1400001","0.78495","9.774"
"2022-12-07T13:31:49.868803Z","-1.128","0.83505005","9.726001"
"2022-12-07T13:31:49.868945Z","-1.092","0.86595005","9.75"
"2022-12-07T13:31:49.948267Z","-1.1590501","0.84495","9.759001"
"2022-12-07T13:31:49.948468Z","-1.149","0.83505005","9.73305"
"2022-12-07T13:31:49.948550Z","-1.116","0.804","9.76395"
"2022-12-07T13:31:49.948542Z","-1.0680001","0.77505004","9.723001"
"2022-12-07T13:31:50.027591Z","-1.14405","0.83505005","9.811951"
"2022-12-07T13:31:50.027685Z","-1.12995","0.81900007","9.76605"
"2022-12-07T13:31:50.027863Z","-1.1520001","0.84000003","9.799951"
"2022-12-07T13:31:50.027975Z","-1.14705","0.81105006","9.7900505"
"2022-12-07T13:31:50.107715Z","-1.1080501","0.795","9.793051"
"2022-12-07T13:31:50.107948Z","-0.97905004","0.56505","9.71595"
"2022-12-07T13:31:50.107971Z","-0.68205005","0.24405001","9.58695"
"2022-12-07T13:31:50.108310Z","-0.96495","0.546","9.759001"
"2022-12-07T13:31:50.187734Z","-1.06305","0.708","9.92205"
"2022-12-07T13:31:50.187853Z","-1.1040001","0.80700004","9.639001"
"2022-12-07T13:31:50.187958Z","-1.365","1.1520001","10.18305"
"2022-12-07T13:31:50.188024Z","-1.3570501","0.93795","9.714001"
"2022-12-07T13:31:50.267912Z","-1.0699501","0.80700004","9.738001"
"2022-12-07T13:31:50.267923Z","-0.87795","0.72300005","9.87705"
"2022-12-07T13:31:50.267921Z","-0.8880001","0.87105006","9.850051"
"2022-12-07T13:31:50.268247Z","-0.92595005","0.75600004","9.9199505"
"2022-12-07T13:31:50.348122Z","-1.0200001","0.771","9.634951"
"2022-12-07T13:31:50.348422Z","-0.9889501","0.855","9.96"
"2022-12-07T13:31:50.348415Z","-1.2280501","0.82095003","9.703951"
"2022-12-07T13:31:50.348907Z","-0.97695005","0.85695004","9.799951"
"2022-12-07T13:31:50.427922Z","-1.17495","0.80895007","9.73305"
"2022-12-07T13:31:50.427890Z","-1.09395","0.87105006","9.726001"
"2022-12-07T13:31:50.428006Z","-1.0320001","0.81105006","9.850051"
"2022-12-07T13:31:50.428248Z","-1.16295","0.84705","9.71805"
"2022-12-07T13:31:50.507700Z","-1.041","0.78300005","9.817051"
"2022-12-07T13:31:50.507676Z","-1.0819501","0.84300005","9.823951"
"2022-12-07T13:31:50.507762Z","-1.0339501","0.771","9.81"
"2022-12-07T13:31:50.507874Z","-1.03695","0.75195","9.850051"
"2022-12-07T13:31:50.587496Z","-0.9979501","0.67695004","9.77805"
"2022-12-07T13:31:50.587560Z","-1.02495","0.78495","9.844951"
"2022-12-07T13:31:50.587771Z","-1.1010001","0.771","9.703951"
"2022-12-07T13:31:50.587749Z","-1.14195","0.83505005","9.9199505"
"2022-12-07T13:31:50.667232Z","-1.07505","0.83100003","9.703951"
"2022-12-07T13:31:50.667356Z","-1.1560501","0.89505005","9.85305"
